W-P,First Choice,Second Choice,Third Choice,Count,undervote,undervote*count,overvote,Total Irregularities,Duplicates,
9-Nov,CLA,KOL,FLO,1,0,0,,,,
1-Dec,CLA,KOL,FLO,1,0,0,,,,
13-03,CLA,KOL,FLO,1,0,0,,,,
3-Jan,CLA,KOL,FRA,1,0,0,,,,
7-Feb,CLA,KOL,FRA,1,0,0,,,,
9-Feb,CLA,KOL,FRA,1,0,0,,,,
5-Mar,CLA,KOL,FRA,1,0,0,,,,
7-Apr,CLA,KOL,FRA,1,0,0,,,,
6-Sep,CLA,KOL,FRA,2,0,0,,,,
1-Dec,CLA,KOL,FRA,1,0,0,,,,
10-Dec,CLA,KOL,FRA,1,0,0,,,,
11-Dec,CLA,KOL,FRA,1,0,0,,,,
9-Jul,CLA,KOL,JASON KAAS,1,0,0,,,,
5-Nov,CLA,KOL,JASON PEDERSEN,1,0,0,,,,
2-Jan,CLA,KOL,LOM,1,0,0,,,,
3-Jan,CLA,KOL,LOM,1,0,0,,,,
4-Jan,CLA,KOL,LOM,2,0,0,,,,
6-Jan,CLA,KOL,LOM,2,0,0,,,,
7-Jan,CLA,KOL,LOM,2,0,0,,,,
8-Jan,CLA,KOL,LOM,1,0,0,,,,
9-Jan,CLA,KOL,LOM,1,0,0,,,,
6-Feb,CLA,KOL,LOM,1,0,0,,,,
7-Feb,CLA,KOL,LOM,1,0,0,,,,
2-Mar,CLA,KOL,LOM,1,0,0,,,,
4-Mar,CLA,KOL,LOM,1,0,0,,,,
1-Apr,CLA,KOL,LOM,1,0,0,,,,
3-Apr,CLA,KOL,LOM,2,0,0,,,,
4-Apr,CLA,KOL,LOM,1,0,0,,,,
7-Apr,CLA,KOL,LOM,1,0,0,,,,
8-Apr,CLA,KOL,LOM,1,0,0,,,,
5-May,CLA,KOL,LOM,1,0,0,,,,
8-May,CLA,KOL,LOM,1,0,0,,,,
2-Jul,CLA,KOL,LOM,1,0,0,,,,
4-Jul,CLA,KOL,LOM,1,0,0,,,,
8-Jul,CLA,KOL,LOM,1,0,0,,,,
3-Aug,CLA,KOL,LOM,1,0,0,,,,
5-Sep,CLA,KOL,LOM,1,0,0,,,,
8-Sep,CLA,KOL,LOM,1,0,0,,,,
2-Oct,CLA,KOL,LOM,1,0,0,,,,
4-Oct,CLA,KOL,LOM,1,0,0,,,,
7-Oct,CLA,KOL,LOM,1,0,0,,,,
10-Oct,CLA,KOL,LOM,1,0,0,,,,
1-Nov,CLA,KOL,LOM,1,0,0,,,,
2-Nov,CLA,KOL,LOM,1,0,0,,,,
3-Nov,CLA,KOL,LOM,1,0,0,,,,
4-Nov,CLA,KOL,LOM,2,0,0,,,,
7-Nov,CLA,KOL,LOM,1,0,0,,,,
8-Nov,CLA,KOL,LOM,2,0,0,,,,
1-Dec,CLA,KOL,LOM,3,0,0,,,,
6-Dec,CLA,KOL,LOM,1,0,0,,,,
13-01,CLA,KOL,LOM,1,0,0,,,,
13-02,CLA,KOL,LOM,1,0,0,,,,
13-03,CLA,KOL,LOM,1,0,0,,,,
13-04,CLA,KOL,LOM,2,0,0,,,,
13-05,CLA,KOL,LOM,3,0,0,,,,
13-09,CLA,KOL,LOM,1,0,0,,,,
4-Jan,CLA,KOL,MCG,1,0,0,,,,
6-Jan,CLA,KOL,MCG,1,0,0,,,,
4-Mar,CLA,KOL,MCG,1,0,0,,,,
7-Mar,CLA,KOL,MCG,1,0,0,,,,
2-Jun,CLA,KOL,MCG,1,0,0,,,,
4-Jun,CLA,KOL,MCG,1,0,0,,,,
8-Jun,CLA,KOL,MCG,1,0,0,,,,
1-Aug,CLA,KOL,MCG,1,0,0,,,,
1-Sep,CLA,KOL,MCG,1,0,0,,,,
9-Oct,CLA,KOL,MCG,1,0,0,,,,
6-Nov,CLA,KOL,MCG,1,0,0,,,,
1-Dec,CLA,KOL,MCG,1,0,0,,,,
13-03,CLA,KOL,MCG,1,0,0,,,,
13-04,CLA,KOL,MCG,1,0,0,,,,
13-10,CLA,KOL,MCG,1,0,0,,,,
13-06,CLA,KOL,MICHAEL SAVAGE,1,0,0,,,,
8-Nov,CLA,KOL,MICHAEL STENQUIST,1,0,0,,,,
9-Sep,CLA,KOL,NONE OF THE ABOVE,1,0,0,,,,
2-Jan,CLA,KOL,RYB,1,0,0,,,,
3-Jan,CLA,KOL,RYB,1,0,0,,,,
4-Jan,CLA,KOL,RYB,1,0,0,,,,
7-Jan,CLA,KOL,RYB,1,0,0,,,,
6-Mar,CLA,KOL,RYB,1,0,0,,,,
7-Mar,CLA,KOL,RYB,1,0,0,,,,
3-Jun,CLA,KOL,RYB,1,0,0,,,,
4-Jun,CLA,KOL,RYB,1,0,0,,,,
4-Aug,CLA,KOL,RYB,1,0,0,,,,
5-Aug,CLA,KOL,RYB,2,0,0,,,,
8-Aug,CLA,KOL,RYB,1,0,0,,,,
6-Sep,CLA,KOL,RYB,1,0,0,,,,
6-Oct,CLA,KOL,RYB,1,0,0,,,,
7-Oct,CLA,KOL,RYB,2,0,0,,,,
8-Oct,CLA,KOL,RYB,1,0,0,,,,
1-Nov,CLA,KOL,RYB,1,0,0,,,,
3-Nov,CLA,KOL,RYB,1,0,0,,,,
6-Nov,CLA,KOL,RYB,1,0,0,,,,
9-Nov,CLA,KOL,RYB,1,0,0,,,,
3-Dec,CLA,KOL,RYB,2,0,0,,,,
4-Dec,CLA,KOL,RYB,1,0,0,,,,
8-Dec,CLA,KOL,RYB,1,0,0,,,,
10-Dec,CLA,KOL,RYB,1,0,0,,,,
13-03,CLA,KOL,RYB,1,0,0,,,,
13-04,CLA,KOL,RYB,1,0,0,,,,
13-05,CLA,KOL,RYB,1,0,0,,,,
13-07,CLA,KOL,RYB,1,0,0,,,,
13-10,CLA,KOL,RYB,1,0,0,,,,
6-Jan,CLA,KOL,WIL,2,0,0,,,,
6-Feb,CLA,KOL,WIL,1,0,0,,,,
3-Mar,CLA,KOL,WIL,1,0,0,,,,
4-Apr,CLA,KOL,WIL,1,0,0,,,,
10-May,CLA,KOL,WIL,1,0,0,,,,
2-Jun,CLA,KOL,WIL,1,0,0,,,,
7-Jul,CLA,KOL,WIL,1,0,0,,,,
5-Sep,CLA,KOL,WIL,1,0,0,,,,
11-Oct,CLA,KOL,WIL,1,0,0,,,,
1-Nov,CLA,KOL,WIL,1,0,0,,,,
6-Nov,CLA,KOL,WIL,1,0,0,,,,
2-Jan,CLA,KOL,XXX,3,1,3,,,,
3-Jan,CLA,KOL,XXX,4,1,4,,,,
4-Jan,CLA,KOL,XXX,2,1,2,,,,
7-Jan,CLA,KOL,XXX,1,1,1,,,,
1-Feb,CLA,KOL,XXX,1,1,1,,,,
3-Feb,CLA,KOL,XXX,2,1,2,,,,
4-Feb,CLA,KOL,XXX,1,1,1,,,,
11-Feb,CLA,KOL,XXX,1,1,1,,,,
1-Mar,CLA,KOL,XXX,2,1,2,,,,
2-Mar,CLA,KOL,XXX,1,1,1,,,,
3-Mar,CLA,KOL,XXX,1,1,1,,,,
4-Mar,CLA,KOL,XXX,2,1,2,,,,
7-Mar,CLA,KOL,XXX,1,1,1,,,,
2-Apr,CLA,KOL,XXX,1,1,1,,,,
3-Apr,CLA,KOL,XXX,1,1,1,,,,
4-Apr,CLA,KOL,XXX,1,1,1,,,,
6-Apr,CLA,KOL,XXX,2,1,2,,,,
7-Apr,CLA,KOL,XXX,2,1,2,,,,
9-Apr,CLA,KOL,XXX,2,1,2,,,,
2-May,CLA,KOL,XXX,1,1,1,,,,
9-May,CLA,KOL,XXX,1,1,1,,,,
2-Jun,CLA,KOL,XXX,1,1,1,,,,
3-Jun,CLA,KOL,XXX,1,1,1,,,,
1-Jul,CLA,KOL,XXX,3,1,3,,,,
2-Jul,CLA,KOL,XXX,1,1,1,,,,
3-Jul,CLA,KOL,XXX,1,1,1,,,,
6-Jul,CLA,KOL,XXX,1,1,1,,,,
7-Jul,CLA,KOL,XXX,1,1,1,,,,
8-Jul,CLA,KOL,XXX,1,1,1,,,,
10-Jul,CLA,KOL,XXX,1,1,1,,,,
2-Aug,CLA,KOL,XXX,1,1,1,,,,
6-Aug,CLA,KOL,XXX,1,1,1,,,,
7-Aug,CLA,KOL,XXX,2,1,2,,,,
9-Aug,CLA,KOL,XXX,1,1,1,,,,
1-Sep,CLA,KOL,XXX,1,1,1,,,,
2-Sep,CLA,KOL,XXX,3,1,3,,,,
3-Sep,CLA,KOL,XXX,1,1,1,,,,
6-Sep,CLA,KOL,XXX,1,1,1,,,,
7-Sep,CLA,KOL,XXX,1,1,1,,,,
8-Sep,CLA,KOL,XXX,2,1,2,,,,
1-Oct,CLA,KOL,XXX,2,1,2,,,,
3-Oct,CLA,KOL,XXX,1,1,1,,,,
4-Oct,CLA,KOL,XXX,1,1,1,,,,
6-Oct,CLA,KOL,XXX,1,1,1,,,,
8-Oct,CLA,KOL,XXX,2,1,2,,,,
9-Oct,CLA,KOL,XXX,1,1,1,,,,
10-Oct,CLA,KOL,XXX,2,1,2,,,,
1-Nov,CLA,KOL,XXX,1,1,1,,,,
2-Nov,CLA,KOL,XXX,1,1,1,,,,
3-Nov,CLA,KOL,XXX,1,1,1,,,,
5-Nov,CLA,KOL,XXX,2,1,2,,,,
7-Nov,CLA,KOL,XXX,3,1,3,,,,
8-Nov,CLA,KOL,XXX,1,1,1,,,,
9-Nov,CLA,KOL,XXX,1,1,1,,,,
2-Dec,CLA,KOL,XXX,1,1,1,,,,
3-Dec,CLA,KOL,XXX,1,1,1,,,,
4-Dec,CLA,KOL,XXX,1,1,1,,,,
5-Dec,CLA,KOL,XXX,4,1,4,,,,
8-Dec,CLA,KOL,XXX,2,1,2,,,,
11-Dec,CLA,KOL,XXX,2,1,2,,,,
13-01,CLA,KOL,XXX,2,1,2,,,,
13-02,CLA,KOL,XXX,3,1,3,,,,
13-04,CLA,KOL,XXX,2,1,2,,,,
13-05,CLA,KOL,XXX,2,1,2,,,,
13-06,CLA,KOL,XXX,4,1,4,,,,
13-09,CLA,KOL,XXX,2,1,2,,,,
1-Feb,CLA,LOM,CAR,1,0,0,,,,
3-Apr,CLA,LOM,CAR,1,0,0,,,,
10-Apr,CLA,LOM,CAR,1,0,0,,,,
2-Oct,CLA,LOM,CAR,1,0,0,,,,
10-Oct,CLA,LOM,CAR,1,0,0,,,,
13-09,CLA,LOM,CAR,1,0,0,,,,
8-May,CLA,LOM,EVE,1,0,0,,,,
3-Jun,CLA,LOM,EVE,1,0,0,,,,
4-Jun,CLA,LOM,EVE,1,0,0,,,,
7-Jul,CLA,LOM,EVE,1,0,0,,,,
1-Nov,CLA,LOM,FIS,1,0,0,,,,
13-01,CLA,LOM,FISCAL CONSERVATIVE,1,0,0,,,,
8-Jul,CLA,LOM,FLO,1,0,0,,,,
3-Jul,CLA,LOM,FRA,1,0,0,,,,
8-Aug,CLA,LOM,FRA,1,0,0,,,,
3-Nov,CLA,LOM,FRA,2,0,0,,,,
8-Sep,CLA,LOM,JOHN GALT,1,0,0,,,,
13-02,CLA,LOM,JON POWELL,1,0,0,,,,
1-Jan,CLA,LOM,KOL,2,0,0,,,,
3-Jan,CLA,LOM,KOL,2,0,0,,,,
8-Feb,CLA,LOM,KOL,1,0,0,,,,
5-Mar,CLA,LOM,KOL,1,0,0,,,,
9-May,CLA,LOM,KOL,1,0,0,,,,
6-Aug,CLA,LOM,KOL,1,0,0,,,,
9-Oct,CLA,LOM,KOL,1,0,0,,,,
1-Nov,CLA,LOM,KOL,1,0,0,,,,
7-Nov,CLA,LOM,KOL,2,0,0,,,,
8-Nov,CLA,LOM,KOL,1,0,0,,,,
6-Dec,CLA,LOM,KOL,1,0,0,,,,
8-Dec,CLA,LOM,KOL,1,0,0,,,,
11-Dec,CLA,LOM,KOL,1,0,0,,,,
13-04,CLA,LOM,KOL,1,0,0,,,,
13-08,CLA,LOM,KOL,1,0,0,,,,
8-Jan,CLA,LOM,MCG,1,0,0,,,,
3-Feb,CLA,LOM,MCG,1,0,0,,,,
4-Mar,CLA,LOM,MCG,1,0,0,,,,
11-Jul,CLA,LOM,MCG,1,0,0,,,,
13-01,CLA,LOM,MCG,1,0,0,,,,
6-Jul,CLA,LOM,RACHEL STRAND,1,0,0,,,,
4-Apr,CLA,LOM,RYB,1,0,0,,,,
8-May,CLA,LOM,RYB,1,0,0,,,,
3-Jun,CLA,LOM,RYB,1,0,0,,,,
6-Oct,CLA,LOM,RYB,1,0,0,,,,
2-Nov,CLA,LOM,RYB,1,0,0,,,,
6-Jul,CLA,LOM,WIL,1,0,0,,,,
8-Jul,CLA,LOM,WIL,1,0,0,,,,
6-Oct,CLA,LOM,WIL,1,0,0,,,,
1-Jan,CLA,LOM,XXX,1,1,1,,,,
2-Jan,CLA,LOM,XXX,3,1,3,,,,
3-Jan,CLA,LOM,XXX,1,1,1,,,,
5-Jan,CLA,LOM,XXX,1,1,1,,,,
8-Jan,CLA,LOM,XXX,1,1,1,,,,
8-Jan,CLA,LOM,XXX,1,1,1,,,,
9-Jan,CLA,LOM,XXX,1,1,1,,,,
1-Feb,CLA,LOM,XXX,1,1,1,,,,
2-Feb,CLA,LOM,XXX,1,1,1,,,,
4-Feb,CLA,LOM,XXX,1,1,1,,,,
11-Feb,CLA,LOM,XXX,1,1,1,,,,
6-Mar,CLA,LOM,XXX,2,1,2,,,,
2-Apr,CLA,LOM,XXX,1,1,1,,,,
4-Apr,CLA,LOM,XXX,1,1,1,,,,
7-Apr,CLA,LOM,XXX,1,1,1,,,,
4-May,CLA,LOM,XXX,1,1,1,,,,
3-Jun,CLA,LOM,XXX,1,1,1,,,,
6-Jun,CLA,LOM,XXX,1,1,1,,,,
1-Jul,CLA,LOM,XXX,1,1,1,,,,
4-Jul,CLA,LOM,XXX,1,1,1,,,,
5-Jul,CLA,LOM,XXX,1,1,1,,,,
10-Aug,CLA,LOM,XXX,1,1,1,,,,
6-Sep,CLA,LOM,XXX,2,1,2,,,,
1-Oct,CLA,LOM,XXX,1,1,1,,,,
6-Oct,CLA,LOM,XXX,1,1,1,,,,
7-Oct,CLA,LOM,XXX,1,1,1,,,,
3-Nov,CLA,LOM,XXX,1,1,1,,,,
6-Nov,CLA,LOM,XXX,1,1,1,,,,
8-Nov,CLA,LOM,XXX,1,1,1,,,,
3-Dec,CLA,LOM,XXX,1,1,1,,,,
4-Dec,CLA,LOM,XXX,1,1,1,,,,
8-Dec,CLA,LOM,XXX,2,1,2,,,,
13-01,CLA,LOM,XXX,1,1,1,,,,
13-02,CLA,LOM,XXX,1,1,1,,,,
13-03,CLA,LOM,XXX,1,1,1,,,,
13-04,CLA,LOM,XXX,1,1,1,,,,
7-Mar,CLA,MCG,CAR,1,0,0,,,,
1-Apr,CLA,MCG,CAR,1,0,0,,,,
11-Jul,CLA,MCG,CAR,1,0,0,,,,
2-Aug,CLA,MCG,CAR,1,0,0,,,,
10-Oct,CLA,MCG,CAR,1,0,0,,,,
1-Dec,CLA,MCG,CAR,1,0,0,,,,
5-Dec,CLA,MCG,CAR,1,0,0,,,,
13-10,CLA,MCG,CAR,1,0,0,,,,
7-Apr,CLA,MCG,EVE,1,0,0,,,,
8-Mar,CLA,MCG,FLO,1,0,0,,,,
6-Jan,CLA,MCG,FRA,1,0,0,,,,
4-Mar,CLA,MCG,FRA,1,0,0,,,,
6-Aug,CLA,MCG,FRA,1,0,0,,,,
13-05,CLA,MCG,FRA,1,0,0,,,,
4-Dec,CLA,MCG,KEVIN BAUMGARTNER,1,0,0,,,,
6-Jan,CLA,MCG,KOL,1,0,0,,,,
1-Feb,CLA,MCG,KOL,1,0,0,,,,
9-Apr,CLA,MCG,KOL,2,0,0,,,,
2-Jul,CLA,MCG,KOL,1,0,0,,,,
3-Oct,CLA,MCG,KOL,1,0,0,,,,
3-Nov,CLA,MCG,KOL,1,0,0,,,,
2-Dec,CLA,MCG,KOL,1,0,0,,,,
6-Dec,CLA,MCG,KOL,1,0,0,,,,
10-Dec,CLA,MCG,KOL,1,0,0,,,,
11-Dec,CLA,MCG,KOL,1,0,0,,,,
7-Mar,CLA,MCG,LOM,1,0,0,,,,
7-Apr,CLA,MCG,LOM,1,0,0,,,,
8-Jul,CLA,MCG,LOM,1,0,0,,,,
2-Sep,CLA,MCG,LOM,1,0,0,,,,
11-Oct,CLA,MCG,LOM,1,0,0,,,,
6-Nov,CLA,MCG,LOM,1,0,0,,,,
3-Dec,CLA,MCG,LOM,1,0,0,,,,
13-01,CLA,MCG,LOM,1,0,0,,,,
13-02,CLA,MCG,LOM,1,0,0,,,,
13-06,CLA,MCG,LOM,1,0,0,,,,
1-Feb,CLA,MCG,RYB,1,0,0,,,,
3-Feb,CLA,MCG,RYB,1,0,0,,,,
7-Mar,CLA,MCG,RYB,1,0,0,,,,
3-Apr,CLA,MCG,RYB,1,0,0,,,,
10-Oct,CLA,MCG,RYB,1,0,0,,,,
8-Dec,CLA,MCG,RYB,1,0,0,,,,
6-Mar,CLA,MCG,WIL,1,0,0,,,,
13-05,CLA,MCG,WIL,1,0,0,,,,
1-Jan,CLA,MCG,XXX,1,1,1,,,,
2-Feb,CLA,MCG,XXX,1,1,1,,,,
8-Apr,CLA,MCG,XXX,1,1,1,,,,
2-Jun,CLA,MCG,XXX,1,1,1,,,,
4-Jun,CLA,MCG,XXX,1,1,1,,,,
6-Aug,CLA,MCG,XXX,1,1,1,,,,
2-Oct,CLA,MCG,XXX,1,1,1,,,,
13-06,CLA,MCG,XXX,1,1,1,,,,
13-09,CLA,MCG,XXX,1,1,1,,,,
6-Jan,CLA,MICKEY MOUSE,JESUS CHRIST,1,0,0,,,,
5-Nov,CLA,MICKEY MOUSE,XXX,1,1,1,,,,
2-Jan,CLA,RENEE REWITZER,XXX,1,1,1,,,,
1-May,CLA,REVERAND JERRY MCAFFEE,XXX,1,1,1,,,,
2-Jul,CLA,RON EIBENSTEINER,LAURIE EIBENSTEINER,1,0,0,,,,
2-Apr,CLA,RYB,CAR,1,0,0,,,,
4-Jun,CLA,RYB,CAR,1,0,0,,,,
9-Aug,CLA,RYB,CAR,1,0,0,,,,
1-Nov,CLA,RYB,CAR,1,0,0,,,,
11-Dec,CLA,RYB,CAR,1,0,0,,,,
2-Jun,CLA,RYB,EVE,1,0,0,,,,
9-Jul,CLA,RYB,EVE,1,0,0,,,,
11-Oct,CLA,RYB,EVE,1,0,0,,,,
13-09,CLA,RYB,EVE,1,0,0,,,,
2-Mar,CLA,RYB,FIS,1,0,0,,,,
5-May,CLA,RYB,FIS,1,0,0,,,,
13-05,CLA,RYB,FIS,1,0,0,,,,
6-Jan,CLA,RYB,FLO,1,0,0,,,,
2-Feb,CLA,RYB,FLO,1,0,0,,,,
6-Apr,CLA,RYB,FLO,1,0,0,,,,
3-Jun,CLA,RYB,FLO,1,0,0,,,,
8-Jul,CLA,RYB,FLO,1,0,0,,,,
11-Jul,CLA,RYB,FLO,1,0,0,,,,
5-Sep,CLA,RYB,FLO,1,0,0,,,,
1-Nov,CLA,RYB,FLO,1,0,0,,,,
1-Dec,CLA,RYB,FLO,1,0,0,,,,
13-09,CLA,RYB,FLO,1,0,0,,,,
6-Jan,CLA,RYB,FRA,1,0,0,,,,
8-Apr,CLA,RYB,FRA,1,0,0,,,,
7-Jun,CLA,RYB,FRA,1,0,0,,,,
6-Sep,CLA,RYB,FRA,1,0,0,,,,
7-Nov,CLA,RYB,FRA,1,0,0,,,,
8-Nov,CLA,RYB,FRA,1,0,0,,,,
4-Dec,CLA,RYB,FRA,1,0,0,,,,
11-Dec,CLA,RYB,FRA,1,0,0,,,,
13-02,CLA,RYB,FRA,1,0,0,,,,
13-03,CLA,RYB,FRA,1,0,0,,,,
13-06,CLA,RYB,FRA,1,0,0,,,,
13-07,CLA,RYB,FRA,1,0,0,,,,
13-10,CLA,RYB,FRA,2,0,0,,,,
9-Jul,CLA,RYB,JASON FOSSUM,1,0,0,,,,
2-Jan,CLA,RYB,KOL,1,0,0,,,,
5-Jan,CLA,RYB,KOL,1,0,0,,,,
6-Jan,CLA,RYB,KOL,1,0,0,,,,
3-Mar,CLA,RYB,KOL,2,0,0,,,,
5-Mar,CLA,RYB,KOL,1,0,0,,,,
6-Mar,CLA,RYB,KOL,1,0,0,,,,
1-May,CLA,RYB,KOL,1,0,0,,,,
4-May,CLA,RYB,KOL,1,0,0,,,,
6-May,CLA,RYB,KOL,1,0,0,,,,
3-Jun,CLA,RYB,KOL,1,0,0,,,,
1-Jul,CLA,RYB,KOL,1,0,0,,,,
8-Jul,CLA,RYB,KOL,1,0,0,,,,
2-Aug,CLA,RYB,KOL,1,0,0,,,,
6-Oct,CLA,RYB,KOL,1,0,0,,,,
3-Nov,CLA,RYB,KOL,1,0,0,,,,
4-Nov,CLA,RYB,KOL,1,0,0,,,,
7-Nov,CLA,RYB,KOL,1,0,0,,,,
9-Nov,CLA,RYB,KOL,1,0,0,,,,
11-Dec,CLA,RYB,KOL,2,0,0,,,,
13-01,CLA,RYB,KOL,1,0,0,,,,
13-04,CLA,RYB,KOL,1,0,0,,,,
13-07,CLA,RYB,KOL,1,0,0,,,,
5-Jan,CLA,RYB,LOM,1,0,0,,,,
2-Apr,CLA,RYB,LOM,1,0,0,,,,
4-Apr,CLA,RYB,LOM,1,0,0,,,,
8-Apr,CLA,RYB,LOM,1,0,0,,,,
2-Jun,CLA,RYB,LOM,1,0,0,,,,
1-Jul,CLA,RYB,LOM,1,0,0,,,,
6-Jul,CLA,RYB,LOM,1,0,0,,,,
1-Oct,CLA,RYB,LOM,1,0,0,,,,
4-Oct,CLA,RYB,LOM,1,0,0,,,,
5-Oct,CLA,RYB,LOM,1,0,0,,,,
6-Nov,CLA,RYB,LOM,1,0,0,,,,
2-Dec,CLA,RYB,LOM,2,0,0,,,,
13-05,CLA,RYB,LOM,1,0,0,,,,
13-09,CLA,RYB,LOM,1,0,0,,,,
6-May,CLA,RYB,MCG,1,0,0,,,,
9-Aug,CLA,RYB,MCG,1,0,0,,,,
10-Oct,CLA,RYB,MCG,1,0,0,,,,
2-Dec,CLA,RYB,MCG,1,0,0,,,,
13-02,CLA,RYB,MCG,1,0,0,,,,
13-09,CLA,RYB,MCG,1,0,0,,,,
11-Feb,CLA,RYB,WIL,1,0,0,,,,
1-Jan,CLA,RYB,XXX,2,1,2,,,,
3-Jan,CLA,RYB,XXX,2,1,2,,,,
7-Jan,CLA,RYB,XXX,2,1,2,,,,
9-Jan,CLA,RYB,XXX,3,1,3,,,,
2-Feb,CLA,RYB,XXX,2,1,2,,,,
3-Feb,CLA,RYB,XXX,1,1,1,,,,
5-Feb,CLA,RYB,XXX,2,1,2,,,,
6-Feb,CLA,RYB,XXX,2,1,2,,,,
7-Feb,CLA,RYB,XXX,1,1,1,,,,
3-Mar,CLA,RYB,XXX,2,1,2,,,,
5-Mar,CLA,RYB,XXX,1,1,1,,,,
1-Apr,CLA,RYB,XXX,1,1,1,,,,
2-Apr,CLA,RYB,XXX,1,1,1,,,,
3-Apr,CLA,RYB,XXX,1,1,1,,,,
4-Apr,CLA,RYB,XXX,1,1,1,,,,
6-Apr,CLA,RYB,XXX,1,1,1,,,,
10-Apr,CLA,RYB,XXX,1,1,1,,,,
6-May,CLA,RYB,XXX,1,1,1,,,,
2-Jun,CLA,RYB,XXX,1,1,1,,,,
3-Jun,CLA,RYB,XXX,2,1,2,,,,
4-Jun,CLA,RYB,XXX,1,1,1,,,,
1-Jul,CLA,RYB,XXX,1,1,1,,,,
2-Jul,CLA,RYB,XXX,1,1,1,,,,
6-Jul,CLA,RYB,XXX,1,1,1,,,,
7-Jul,CLA,RYB,XXX,1,1,1,,,,
9-Jul,CLA,RYB,XXX,1,1,1,,,,
5-Aug,CLA,RYB,XXX,1,1,1,,,,
6-Aug,CLA,RYB,XXX,3,1,3,,,,
6-Sep,CLA,RYB,XXX,1,1,1,,,,
2-Oct,CLA,RYB,XXX,2,1,2,,,,
6-Oct,CLA,RYB,XXX,1,1,1,,,,
1-Nov,CLA,RYB,XXX,1,1,1,,,,
5-Nov,CLA,RYB,XXX,2,1,2,,,,
6-Nov,CLA,RYB,XXX,2,1,2,,,,
8-Nov,CLA,RYB,XXX,1,1,1,,,,
9-Nov,CLA,RYB,XXX,1,1,1,,,,
1-Dec,CLA,RYB,XXX,2,1,2,,,,
2-Dec,CLA,RYB,XXX,1,1,1,,,,
5-Dec,CLA,RYB,XXX,1,1,1,,,,
6-Dec,CLA,RYB,XXX,1,1,1,,,,
8-Dec,CLA,RYB,XXX,2,1,2,,,,
9-Dec,CLA,RYB,XXX,1,1,1,,,,
13-01,CLA,RYB,XXX,3,1,3,,,,
13-02,CLA,RYB,XXX,1,1,1,,,,
13-05,CLA,RYB,XXX,1,1,1,,,,
13-06,CLA,RYB,XXX,1,1,1,,,,
13-08,CLA,RYB,XXX,1,1,1,,,,
13-09,CLA,RYB,XXX,1,1,1,,,,
13-10,CLA,RYB,XXX,3,1,3,,,,
6-Feb,CLA,WIL,CAR,1,0,0,,,,
3-Jun,CLA,WIL,EVE,1,0,0,,,,
7-Jun,CLA,WIL,KOL,1,0,0,,,,
5-Oct,CLA,WIL,KOL,1,0,0,,,,
13-03,CLA,WIL,KOL,1,0,0,,,,
4-Sep,CLA,WIL,LOM,1,0,0,,,,
10-Sep,CLA,WIL,LOM,1,0,0,,,,
9-Dec,CLA,WIL,LOM,1,0,0,,,,
6-May,CLA,WIL,MCG,2,0,0,,,,
2-Jun,CLA,WIL,MCG,1,0,0,,,,
4-Mar,CLA,WIL,XXX,1,1,1,,,,
1-Sep,CLA,WIL,XXX,1,1,1,,,,
10-Sep,CLA,WIL,XXX,1,1,1,,,,
1-Jan,CLA,XXX,XXX,4,2,4,,,,
2-Jan,CLA,XXX,XXX,12,2,12,,,,
3-Jan,CLA,XXX,XXX,11,2,11,,,,
4-Jan,CLA,XXX,XXX,5,2,5,,,,
5-Jan,CLA,XXX,XXX,8,2,8,,,,
6-Jan,CLA,XXX,XXX,5,2,5,,,,
7-Jan,CLA,XXX,XXX,1,2,1,,,,
8-Jan,CLA,XXX,XXX,7,2,7,,,,
9-Jan,CLA,XXX,XXX,4,2,4,,,,
10-Jan,CLA,XXX,XXX,7,2,7,,,,
1-Feb,CLA,XXX,XXX,3,2,3,,,,
2-Feb,CLA,XXX,XXX,4,2,4,,,,
3-Feb,CLA,XXX,XXX,3,2,3,,,,
5-Feb,CLA,XXX,XXX,5,2,5,,,,
6-Feb,CLA,XXX,XXX,3,2,3,,,,
8-Feb,CLA,XXX,XXX,2,2,2,,,,
9-Feb,CLA,XXX,XXX,1,2,1,,,,
10-Feb,CLA,XXX,XXX,1,2,1,,,,
11-Feb,CLA,XXX,XXX,1,2,1,,,,
1-Mar,CLA,XXX,XXX,1,2,1,,,,
2-Mar,CLA,XXX,XXX,1,2,1,,,,
3-Mar,CLA,XXX,XXX,6,2,6,,,,
4-Mar,CLA,XXX,XXX,3,2,3,,,,
5-Mar,CLA,XXX,XXX,6,2,6,,,,
6-Mar,CLA,XXX,XXX,8,2,8,,,,
7-Mar,CLA,XXX,XXX,2,2,2,,,,
9-Mar,CLA,XXX,XXX,2,2,2,,,,
1-Apr,CLA,XXX,XXX,6,2,6,,,,
2-Apr,CLA,XXX,XXX,7,2,7,,,,
3-Apr,CLA,XXX,XXX,5,2,5,,,,
4-Apr,CLA,XXX,XXX,15,2,15,,,,
5-Apr,CLA,XXX,XXX,6,2,6,,,,
6-Apr,CLA,XXX,XXX,6,2,6,,,,
7-Apr,CLA,XXX,XXX,5,2,5,,,,
8-Apr,CLA,XXX,XXX,7,2,7,,,,
9-Apr,CLA,XXX,XXX,2,2,2,,,,
10-Apr,CLA,XXX,XXX,3,2,3,,,,
1-May,CLA,XXX,XXX,2,2,2,,,,
2-May,CLA,XXX,XXX,3,2,3,,,,
